pair,r pearsonr,p pearsonr,r partial_pearsonr,p partial_pearsonr,N,age statistic,% female
"('vol-brain-stem', 'mmse')",dx_no_disease_cci<2,0.26292212548512456,0.4090128839212289,0.36234530897474987,0.3034955342389018,12,60.5 (13.7),0.33
"('vol-brain-stem', 'mmse')",zzz_blank,,,,,,,
"('alpha_bandpower_mean_o_w', 'mmse')",dx_dementia,0.4703076177786356,0.02353120394716538,0.46819359858684667,0.03231120536736192,23,71.8 (12.2),0.57
"('alpha_bandpower_mean_o_w', 'mmse')",dx_mci,0.03144352205965383,0.8197305428613876,-0.0017352602549287827,0.990161014253333,55,68.0 (10.1),0.49
"('alpha_bandpower_mean_o_w', 'mmse')",dx_elix_depre_no_mci_dementia,-0.09859099923958678,0.4781560352600761,-0.08650199845732014,0.5420233942850675,54,61.7 (10.6),0.46
"('alpha_bandpower_mean_o_w', 'mmse')",dx_cci_canc_no_mci_dementia,-0.09420695200087165,0.6766736547102963,-0.16547163870961956,0.48568234509282426,22,67.0 (9.3),0.32
"('alpha_bandpower_mean_o_w', 'mmse')",dx_cci_diab_no_mci_dementia,0.09223854744373376,0.7538120609988673,0.08931222822396812,0.7825290804856591,14,63.0 (8.1),0.21
"('alpha_bandpower_mean_o_w', 'mmse')",dx_cci_chf_no_mci_dementia,-0.27951737266338195,0.40516450149765715,-0.3259254046291776,0.39203294402110905,11,69.1 (10.6),0.36
"('alpha_bandpower_mean_o_w', 'mmse')",dx_cci_pvd_no_mci_dementia,-0.3208993107054887,0.2850521086914129,-0.26100771318266114,0.43820925863774174,13,67.1 (9.2),0.15
"('alpha_bandpower_mean_o_w', 'mmse')",dx_cci_cevd_no_mci_dementia,-0.14928665434134542,0.49659771698378874,-0.060132297675756285,0.7956959630319884,23,67.2 (10.6),0.39
"('alpha_bandpower_mean_o_w', 'mmse')",dx_strata_cci<2,0.04017003192105119,0.7585606138392336,-0.0033277386896909612,0.9800437967278857,61,62.3 (11.9),0.41
"('alpha_bandpower_mean_o_w', 'mmse')",dx_strata_cci2-4,0.18745014721743725,0.16263148484425996,0.2474391535521191,0.06855428837413889,57,66.8 (10.7),0.49
"('alpha_bandpower_mean_o_w', 'mmse')",dx_strata_cci>=5,-0.08398587036458488,0.7173929887325049,-0.09777669635686159,0.6904672499194326,21,68.5 (10.7),0.62
"('alpha_bandpower_mean_o_w', 'mmse')",dx_no_disease,-0.37604042156252726,0.16716013477631084,-0.34406819531097216,0.249674471976465,15,59.2 (12.5),0.4
"('alpha_bandpower_mean_o_w', 'mmse')",dx_no_disease_cci<2,-0.3673468285912785,0.24011942011488735,-0.3411460353396132,0.3346963570246431,12,60.5 (13.7),0.33
"('alpha_bandpower_mean_o_w', 'mmse')",zzz_blank,,,,,,,
"('vol-total_ventricle', 'mmse')",dx_dementia,-0.03725268775620477,0.8659912625226786,0.007995090015391728,0.9725621677271388,23,71.8 (12.2),0.57
"('vol-total_ventricle', 'mmse')",dx_mci,-0.19891492274020828,0.14541954800738374,-0.15667393720818654,0.2625683640090509,55,68.0 (10.1),0.49
"('vol-total_ventricle', 'mmse')",dx_elix_depre_no_mci_dementia,-0.0022923132560172255,0.9868747115518473,0.000872497926201938,0.9951020370632657,54,61.7 (10.6),0.46
"('vol-total_ventricle', 'mmse')",dx_cci_canc_no_mci_dementia,0.18774457125945582,0.4027750362096184,0.2516115340849502,0.2845637205773581,22,67.0 (9.3),0.32
"('vol-total_ventricle', 'mmse')",dx_cci_diab_no_mci_dementia,0.2867830846919146,0.3201792234141918,0.424513650069914,0.16897965428642125,14,63.0 (8.1),0.21
"('vol-total_ventricle', 'mmse')",dx_cci_chf_no_mci_dementia,-0.07669289860201403,0.8226627517376217,0.036255026350665166,0.9262227198961656,11,69.1 (10.6),0.36
"('vol-total_ventricle', 'mmse')",dx_cci_pvd_no_mci_dementia,-0.49682305202802834,0.08413773899570164,-0.3131664830888307,0.3483841018422801,13,67.1 (9.2),0.15
"('vol-total_ventricle', 'mmse')",dx_cci_cevd_no_mci_dementia,0.13204472810368825,0.5481139167497432,0.32900188466941227,0.14532081302213679,23,67.2 (10.6),0.39
"('vol-total_ventricle', 'mmse')",dx_strata_cci<2,-0.24367720227038786,0.05843209681389461,-0.13412258079394493,0.3111760269108743,61,62.3 (11.9),0.41
"('vol-total_ventricle', 'mmse')",dx_strata_cci2-4,-0.12674976613047179,0.347455732439562,-0.026744504970550358,0.8463156808276937,57,66.8 (10.7),0.49
"('vol-total_ventricle', 'mmse')",dx_strata_cci>=5,-0.4072608979444972,0.06689255832240236,-0.3040143322508775,0.20572279519259537,21,68.5 (10.7),0.62
"('vol-total_ventricle', 'mmse')",dx_no_disease,-0.3410180130157799,0.21354304593561374,-0.41589957965763036,0.15751979325273785,15,59.2 (12.5),0.4
"('vol-total_ventricle', 'mmse')",dx_no_disease_cci<2,-0.41201346737147415,0.1832343274367559,-0.4490594834039049,0.19295453355069844,12,60.5 (13.7),0.33
"('vol-total_ventricle', 'mmse')",zzz_blank,,,,,,,
